source_ino_city,source_ino_lat,source_ino_lon,source_ino_date,name,lat,lon,city,street,housenumber,postcode,competitor_created,distance_km
San Diego,32.7909651,-117.0998984,2022,Donut Star,32.7499569,-117.1005745,,,,,2022-03-05,4.56
Moorpark,34.2801745,-118.8653968,2022-01-17,Subway,34.2780245,-118.8734125,Moorpark,East New Los Angeles Avenue,530,93021,2022-01-17,0.774
Moorpark,34.2801745,-118.8653968,2022-01-17,Jersey Mike's Subs,34.2778527,-118.8831175,,,,,2022-01-17,1.649
Moorpark,34.2801745,-118.8653968,2022-01-17,Subway,34.2954217,-118.842888,Moorpark,Collins Drive,6599,93021,2022-01-17,2.674
Moorpark,34.2801745,-118.8653968,2022-01-17,The Habit Burger Grill,34.2240025,-118.8769628,,,,,2022-03-06,6.336
Moorpark,34.2801745,-118.8653968,2022-01-17,Ullman Commons,34.2235658,-118.8784911,Thousand Oaks,Memorial Parkway,101,91360,2022-03-06,6.409
Riverside,33.8885274,-117.2744429,2022-06-03,Unknown,33.8442627,-117.2250838,,,,,2022-08-08,6.708
Riverside,33.8885274,-117.2744429,2022-06-03,Chick-fil-A,33.8022421,-117.2305679,Perris,North Perris Boulevard,1688,92571,2022-07-28,10.415
Riverside,33.8885274,-117.2744429,2022-06-03,Burger King,33.8030301,-117.2265601,Perris,North Perris Road,1688,92571,2022-07-28,10.485
Riverside,33.8885274,-117.2744429,2022-06-03,Del Taco,33.8024727,-117.226574,,,,,2022-07-28,10.541
Riverside,33.8885274,-117.2744429,2022-06-03,El Pollo Loco,33.8007562,-117.2286002,,,,,2022-07-28,10.638
Brea,33.9120433,-117.8894703,2022-09-27,La Carcineria Wagyu,33.9253115,-117.8961364,,,,,2023-04-01,1.598
Brea,33.9120433,-117.8894703,2022-09-27,Poke Monster,33.9252931,-117.8963464,,,,,2023-04-01,1.604
Brea,33.9120433,-117.8894703,2022-09-27,Wingstop,33.8778017,-117.8814616,Fullerton,Nutwood Avenue,2736,92831,2022-12-27,3.879
Brea,33.9120433,-117.8894703,2022-09-27,Taco Bell,33.9176156,-117.9369765,La Habra,East Imperial Highway,751,90631,2022-10-05,4.427
Brea,33.9120433,-117.8894703,2022-09-27,Pizza Hut Delivery,33.8897441,-117.848125,Placentia,East Yorba Linda Boulevard,901,92870,2022-11-23,4.551
Elk Grove,38.4086698,-121.4128061,2022-11-20,Sourdough Deli,38.4083301,-121.4135955,Elk Grove,,,,2022-11-20,0.078
Elk Grove,38.4086698,-121.4128061,2022-11-20,The Sandwich Spot,38.4243551,-121.4172985,Elk Grove,,7419,,2022-11-23,1.788
Elk Grove,38.4086698,-121.4128061,2022-11-20,L&L Hawaiian Barbecue,38.424426,-121.4173192,Elk Grove,,7419,,2022-11-23,1.796
Elk Grove,38.4086698,-121.4128061,2022-11-20,Jack in the Box,38.4227913,-121.4488162,,,,,2023-06-15,3.508
Elk Grove,38.4086698,-121.4128061,2022-11-20,McDonald's,38.5549214,-121.3723113,Sacramento,Folsom Boulevard,8901,95826-3203,2023-07-31,16.64
San Clemente,33.4370384,-117.6234649,2022-12-10,Taco Surf,33.4672165,-117.696749,Dana Point,Pacific Coast Highway,34195,92629,2023-01-20,7.582
San Clemente,33.4370384,-117.6234649,2022-12-10,Chick-fil-A,33.4994169,-117.6592105,San Juan Capistrano,Del Obispo Street,31872,92675,2023-02-20,7.688
San Clemente,33.4370384,-117.6234649,2022-12-10,Nékter Juice Bar,33.5505873,-117.6711702,Mission Viejo,Marguerite Parkway,28391,92692,2023-04-14,13.379
San Clemente,33.4370384,-117.6234649,2022-12-10,Mr. Pickle's Sandwich Shop,33.5522847,-117.671483,Mission Viejo,Marguerite Parkway,28251,92692,2023-04-14,13.566
San Clemente,33.4370384,-117.6234649,2022-12-10,Poke Tiki,33.5338315,-117.7765594,,,,,2022-12-29,17.816
Yorba Linda,33.8908167,-117.8151486,2022-12-15,Wingstop,33.8778017,-117.8814616,Fullerton,Nutwood Avenue,2736,92831,2022-12-27,6.29
Yorba Linda,33.8908167,-117.8151486,2022-12-15,Panera Bread,33.8684958,-117.7496011,Anaheim,Santa Ana Canyon Road,8152,92808,2023-04-04,6.54
Yorba Linda,33.8908167,-117.8151486,2022-12-15,Subway,33.822601,-117.8365012,Orange,North Tustin Street,2094,92865,2023-01-21,7.837
Yorba Linda,33.8908167,-117.8151486,2022-12-15,La Carcineria Wagyu,33.9253115,-117.8961364,,,,,2023-04-01,8.401
Yorba Linda,33.8908167,-117.8151486,2022-12-15,Poke Monster,33.9252931,-117.8963464,,,,,2023-04-01,8.417
Beaumont,33.9226782,-116.9518217,2022-12-16,Manna Donuts,33.9297765,-116.9706295,Beaumont,East 6th Street,846,92223,2023-04-26,1.906
Beaumont,33.9226782,-116.9518217,2022-12-16,Chipotle,34.0692686,-117.2620279,San Bernardino,East Hospitality Lane,1092,92408,2023-04-27,32.917
Beaumont,33.9226782,-116.9518217,2022-12-16,Panera Bread,34.0693287,-117.2630454,San Bernardino,East Hospitality Lane,1056,92408,2023-04-27,33.002
Beaumont,33.9226782,-116.9518217,2022-12-16,WaBa Grill,33.6865768,-117.1684827,,,,,2023-02-11,33.015
Beaumont,33.9226782,-116.9518217,2022-12-16,Jamba,33.6865974,-117.1685378,Menifee,Antelope Road,29857,92584,2023-02-11,33.016
Whittier,33.9798437,-118.0506858,2023-03-07,Raising Cane's,33.9792882,-118.0502402,,,,,2023-03-07,0.074
Whittier,33.9798437,-118.0506858,2023-03-07,Chipotle,33.9780457,-118.0493383,Whittier,Whittier Boulevard,11840,90601,2023-03-07,0.235
Whittier,33.9798437,-118.0506858,2023-03-07,Subway,33.9822115,-118.0505324,Whittier,Whittier Boulevard,11747,90601,2023-08-30,0.264
Whittier,33.9798437,-118.0506858,2023-03-07,Chipotle,33.9411007,-118.0461146,Whittier,Carmenita Road,10120,90605,2023-09-12,4.329
Whittier,33.9798437,-118.0506858,2023-03-07,Mom's Touch,34.0285191,-118.0155601,,,,,2023-11-25,6.307
Tulare,36.2254962,-119.323274,2023-04-07,Raising Cane's,36.2254035,-119.3238613,,,,,2023-04-07,0.054
Tulare,36.2254962,-119.323274,2023-04-07,Sonic,36.2267916,-119.330368,Tulare,North Hillman Street,1400,93274,2023-12-13,0.652
Tulare,36.2254962,-119.323274,2023-04-07,Taco Bell,36.2272233,-119.3304823,Tulare,North Hillman Street,1520,93274,2023-12-13,0.674
Tulare,36.2254962,-119.323274,2023-04-07,Del Taco,36.2268189,-119.331408,,North Hillman Street,1415,,2023-12-13,0.744
Tulare,36.2254962,-119.323274,2023-04-07,Jamba,36.2291938,-119.3314125,Tulare,North Hillman Street,1681,93274,2023-12-13,0.838
Eureka,40.7843166,-124.1832519,2023-05-07,KFC,40.7873244,-124.1803762,Eureka,Broadway,2245,95501,2023-05-07,0.413
Eureka,40.7843166,-124.1832519,2023-05-07,Drop In Donut,39.4441105,-123.8050226,,East Redwood Avenue,132,,2023-06-21,152.455
Eureka,40.7843166,-124.1832519,2023-05-07,Taco Bell,39.4325144,-123.805692,Fort Bragg,South Main Street,695,95437,2023-05-13,153.704
Eureka,40.7843166,-124.1832519,2023-05-07,McDonald's,39.4239823,-123.8069067,,,,,2023-05-13,154.611
Eureka,40.7843166,-124.1832519,2023-05-07,McDonald's,40.5392099,-122.3532332,Redding,South Bonnyview Road,4032,96002,2023-11-27,156.745
Huntington Beach,33.7298886,-117.9906321,2023-07-15,Taco Bell,33.7297461,-117.9983594,Huntington Beach,Edinger Avenue,7480,92647,2024-03-17,0.715
Huntington Beach,33.7298886,-117.9906321,2023-07-15,Panda Express,33.6924946,-117.9892286,Huntington Beach,Beach Boulevard,18575,92648,2024-03-17,4.16
Huntington Beach,33.7298886,-117.9906321,2023-07-15,Jack in the Box,33.786809,-118.0290036,Garden Grove,Valley View Street,12103,92845,2023-11-15,7.256
Huntington Beach,33.7298886,-117.9906321,2023-07-15,McDonald's,33.7873898,-118.0289413,Garden Grove,Valley View Street,12051,92845,2023-11-15,7.309
Huntington Beach,33.7298886,-117.9906321,2023-07-15,Unknown,33.7593505,-117.9034508,,,,,2023-11-19,8.701
Rancho Mirage,33.7363437,-116.4076788,2023-10-08,McDonald's,33.8014336,-116.3886568,Rancho Mirage,Monterey Avenue,34101,92270,2024-03-27,7.448
Rancho Mirage,33.7363437,-116.4076788,2023-10-08,McDonald's,33.821975,-116.4065567,Cathedral City,Bob Hope Drive,31250,92234,2024-03-27,9.522
Rancho Mirage,33.7363437,-116.4076788,2023-10-08,McDonald's,33.8193767,-116.4586112,Cathedral City,Date Palm Drive,31-545,92234-3138,2024-03-27,10.364
Rancho Mirage,33.7363437,-116.4076788,2023-10-08,Swiss Donut,33.7162773,-116.2938651,La Quinta,Highway 111,78530,92253,2024-01-12,10.759
Rancho Mirage,33.7363437,-116.4076788,2023-10-08,Wendy's,33.70605,-116.2816986,La Quinta,Highway 111,79275,92253,2023-12-13,12.129
Visalia,36.3566491,-119.2974745,2024-01-04,El Pollo Loco,36.3566085,-119.2985527,Visalia,W Riggin Ave,636,93291,2024-01-04,0.097
Visalia,36.3566491,-119.2974745,2024-01-04,Chipotle,36.3578037,-119.2974105,,,,,2024-08-11,0.129
Visalia,36.3566491,-119.2974745,2024-01-04,Del Taco,36.3558596,-119.2957113,,,,,2024-03-15,0.181
Visalia,36.3566491,-119.2974745,2024-01-04,Jack in the Box,36.36027,-119.2962972,Visalia,W Dinuba Blvd,3416,93291,2024-01-04,0.416
Visalia,36.3566491,-119.2974745,2024-01-04,Taco Bell,36.3514494,-119.297431,Visalia,North Dinuba Boulevard,2421,93291,2024-04-21,0.578
Rialto,34.0745597,-117.3708177,2024-03-25,Domino's,34.0676968,-117.3271092,,,,,2024-10-27,4.098
Rialto,34.0745597,-117.3708177,2024-03-25,McDonald's,34.0676488,-117.3266515,,Valley Boulevard,225,92324-2933,2024-10-27,4.14
Rialto,34.0745597,-117.3708177,2024-03-25,McDonald's,34.1210503,-117.3708535,Rialto,West Baseline Road,111,92376,2024-06-25,5.17
Rialto,34.0745597,-117.3708177,2024-03-25,McDonald's,34.091746,-117.3141337,,South Mount Vernon Avenue,568,92410,2024-10-27,5.559
Rialto,34.0745597,-117.3708177,2024-03-25,Panda Express,34.0778564,-117.4366682,Fontana,San Bernardino Avenue,16858,92335,2024-12-18,6.076
Compton,33.8726142,-118.2481617,2024-04-14,Jimmy John's,33.8718492,-118.2481241,Compton,South Central Avenue,2236,90220,2024-04-14,0.085
Compton,33.8726142,-118.2481617,2024-04-14,WaBa Grill,33.8718492,-118.2479704,,,,,2024-04-14,0.087
Compton,33.8726142,-118.2481617,2024-04-14,Dunkin',33.8718492,-118.2478824,Compton,South Central Avenue,2232,90220,2024-04-14,0.089
Compton,33.8726142,-118.2481617,2024-04-14,The Flame Broiler,33.8715302,-118.2489813,,,,,2024-04-14,0.142
Compton,33.8726142,-118.2481617,2024-04-14,Columbia Hamburgers,33.8711804,-118.249004,,,,,2024-04-14,0.177
La Quinta,33.71257,-116.29265,2024-05-04,Unknown,33.7407905,-116.2639506,,,,,2024-12-10,4.11
La Quinta,33.71257,-116.29265,2024-05-04,McDonald's,33.741589,-116.2649766,,,,,2024-12-10,4.118
La Quinta,33.71257,-116.29265,2024-05-04,Unknown,33.7413537,-116.2638621,,,,,2024-12-10,4.163
La Quinta,33.71257,-116.29265,2024-05-04,Del Taco,33.708495,-116.2415454,,,,,2024-12-08,4.749
La Quinta,33.71257,-116.29265,2024-05-04,Carl's Jr.,33.7123479,-116.2377945,,,,,2024-12-08,5.074
San Diego,32.5774169,-117.0805352,2024-05-04,Raising Cane's,32.5843149,-117.1140669,Imperial Beach,Palm Avenue,900,91932,2024-06-30,3.234
San Diego,32.5774169,-117.0805352,2024-05-04,Jack in the Box,32.5842244,-117.1146708,Imperial Beach,Palm Avenue,890,91932,2024-06-30,3.287
San Diego,32.5774169,-117.0805352,2024-05-04,La Imperial Taqueria,32.6049499,-117.06537,,,,,2024-12-19,3.375
San Diego,32.5774169,-117.0805352,2024-05-04,El Pollo Loco,32.606602,-117.0658454,Chula Vista,3rd Avenue,1305,91911,2024-07-12,3.525
San Diego,32.5774169,-117.0805352,2024-05-04,McDonald's,32.613296,-117.0694836,Chula Vista,3rd Avenue,1110,91911,2024-12-18,4.122
Jurupa Valley,34.0146824,-117.4618363,2024-06-27,Pollo Campero,34.0146295,-117.4610811,Jurupa Valley,Mission Boulevard,8149,92509,2024-07-23,0.07
Jurupa Valley,34.0146824,-117.4618363,2024-06-27,Jack in the Box,34.01778,-117.5059105,,,,,2024-11-29,4.077
Jurupa Valley,34.0146824,-117.4618363,2024-06-27,Wienerschnitzel,34.0169896,-117.5068697,,,,,2024-11-29,4.159
Jurupa Valley,34.0146824,-117.4618363,2024-06-27,Farmer Boys,34.0147664,-117.5239354,Jurupa Valley,Etiwanda Avenue,,,2025-03-21,5.724
Jurupa Valley,34.0146824,-117.4618363,2024-06-27,Unknown,34.0635623,-117.493899,,,,,2024-08-09,6.186
Santa Rosa,38.414588,-122.7129892,2024-08-17,Unknown,38.414567,-122.7129751,,,,,2025-04-07,0.003
Santa Rosa,38.414588,-122.7129892,2024-08-17,Superburger,38.3260516,-122.705645,Cotati,Old Redwood Highway,8204,94931,2024-10-11,9.866
Santa Rosa,38.414588,-122.7129892,2024-08-17,Acme Burger,38.268836,-122.6399624,,,,,2024-12-24,17.413
Santa Rosa,38.414588,-122.7129892,2024-08-17,Jack in the Box,38.2022708,-122.158393,,,,,2024-09-30,53.842
Santa Rosa,38.414588,-122.7129892,2024-08-17,KFC,37.9912741,-122.3021871,Pinole,Fitzgerald Drive,1544,94564,2025-03-13,59.196
Perris,33.8003136,-117.2315808,2024-12-07,The Habit Burger Grill,33.8880521,-117.2270799,Moreno Valley,Iris Avenue,24875,92551,2025-05-04,9.765
Perris,33.8003136,-117.2315808,2024-12-07,WaBa Grill,33.8864996,-117.3002145,Riverside,Van Buren Boulevard,20641,92518,2025-05-04,11.49
Perris,33.8003136,-117.2315808,2024-12-07,Mr. You Chinese Food,33.8896309,-117.3259503,,,,,2025-07-03,13.213
Perris,33.8003136,-117.2315808,2024-12-07,Taco Bell,33.9166809,-117.2686166,Moreno Valley,Alessandro Boulevard,22585,92553,2025-07-13,13.384
Perris,33.8003136,-117.2315808,2024-12-07,Unknown,33.6698732,-117.3266353,,,,,2025-05-23,16.96
,33.5001585,-117.6602527,2025-02-10,In-N-Out Burger,33.5203113,-117.6191636,,,,,2025-09-01,4.42
,33.5001585,-117.6602527,2025-02-10,Nekter Juice Bar,33.5218643,-117.6174321,,,,,2025-09-01,4.646
,33.5001585,-117.6602527,2025-02-10,Bagel Bistro,33.521953,-117.6174434,,,,,2025-09-01,4.65
,33.5001585,-117.6602527,2025-02-10,c,33.5865488,-117.6285863,,,,,2025-09-01,10.044
,33.5001585,-117.6602527,2025-02-10,Jersey Mike's Subs,33.6094761,-117.7313768,Laguna Woods,El Toro Road,24365,92637,2025-06-16,13.827
Delano,35.7473667,-119.2476327,2025-04-07,Unknown,35.7478943,-119.2483853,,,,,2025-11-11,0.09
Delano,35.7473667,-119.2476327,2025-04-07,Tacos La Villa,35.4130807,-119.0525011,Bakersfield,State Road,5646,93308,2025-11-13,41.147
Delano,35.7473667,-119.2476327,2025-04-07,Nékter Juice Bar,35.3992898,-119.0918567,Bakersfield,Coffee Road,4420,93308,2025-11-30,41.189
Delano,35.7473667,-119.2476327,2025-04-07,J's Drive-in,36.0638221,-119.0085126,,East Olive Avenue,373,93257,2025-12-09,41.256
Delano,35.7473667,-119.2476327,2025-04-07,Papa Murphy's,35.3821962,-119.1476705,,,,,2025-11-16,41.6
Orange,33.7853623,-117.8912184,2025-09-06,Auntie Anne's,33.7831823,-117.8920994,Orange,City Boulevard West,20,92868,2025-12-09,0.256
Orange,33.7853623,-117.8912184,2025-09-06,Cinnabon,33.783169,-117.8920905,Orange,City Boulevard West,20,92868,2025-12-09,0.257
Orange,33.7853623,-117.8912184,2025-09-06,Wetzel's Pretzels,33.7820137,-117.8927547,Orange,City Boulevard West,20,92868,2025-12-09,0.398
Orange,33.7853623,-117.8912184,2025-09-06,Charleys Philly Steaks,33.7818991,-117.8923902,Orange,City Boulevard West,20,92868,2025-12-09,0.4
Orange,33.7853623,-117.8912184,2025-09-06,Jack in the Box,33.752086,-117.9205544,,,,,2026-03-09,4.587
Indio,33.7407426,-116.2330971,2025-09-14,Raising Cane's,33.7416013,-116.23345,Indio,Avenue 42,82171,92203,2025-09-14,0.101
Indio,33.7407426,-116.2330971,2025-09-14,Panda Express,33.6837905,-116.1804845,Coachella,Cesar Chavez Street,50120,92236,2025-10-20,7.987
Indio,33.7407426,-116.2330971,2025-09-14,Unknown,33.6445486,-116.2005945,,,,,2025-10-21,11.111
Indio,33.7407426,-116.2330971,2025-09-14,Unknown,33.7312351,-116.3657373,,,,,2026-02-26,12.311
Indio,33.7407426,-116.2330971,2025-09-14,Del Taco,33.7978832,-116.3876517,Palm Desert,Monterey Avenue,3450,92211,2026-02-22,15.635
Chula Vista,32.5944432,-117.0344183,2025-10-09,Fruity Loco,32.707247,-117.0098146,Spring Valley,Sweetwater Road,507,91977,2025-10-31,12.753
Chula Vista,32.5944432,-117.0344183,2025-10-09,Little Caesars,32.7075001,-117.0089524,Spring Valley,Sweetwater Road,539,91977,2025-10-31,12.795
Chula Vista,32.5944432,-117.0344183,2025-10-09,Topo's Tacos,32.7105084,-117.0567267,,,,,2025-12-17,13.074
Chula Vista,32.5944432,-117.0344183,2025-10-09,Machela,32.7095379,-117.0637097,,,,,2025-12-17,13.088
Chula Vista,32.5944432,-117.0344183,2025-10-09,Milk & Cookies,32.7099126,-117.155385,San Diego,North 10th Avenue,445,92101,2025-11-12,17.121
,37.6886244,-120.9586361,2025-10-19,Raising Cane's,37.7114011,-120.962892,,,,,2025-10-19,2.56
,37.6886244,-120.9586361,2025-10-19,Wendy's,37.7114918,-120.9666509,,,,,2025-10-19,2.639
,37.6886244,-120.9586361,2025-10-19,Sourdough & Co.,37.6451036,-120.9912645,Modesto,H Street,1801,95354,2025-11-07,5.627
,37.6886244,-120.9586361,2025-10-19,The Sandwhich Shop,37.6456993,-121.0131718,Modesto,Kansas Avenue,442,95351,2025-11-05,6.769
,37.6886244,-120.9586361,2025-10-19,Auntie Anne's,37.6887441,-121.0535072,Modesto,Dale Road,3401,95356,2026-01-28,8.348
Sylmar,34.3109765,-118.4358181,2025-10-28,Subway,34.2909494,-118.4485266,San Fernando,Truman Street,1701,91340,2026-01-27,2.514
Sylmar,34.3109765,-118.4358181,2025-10-28,Royal Donuts & Ice Cream,34.2644934,-118.4378774,,,,,2026-01-18,5.172
Sylmar,34.3109765,-118.4358181,2025-10-28,Subway,34.2576839,-118.4699181,Mission Hills,Devonshire Street,15503,91345,2025-11-12,6.703
Sylmar,34.3109765,-118.4358181,2025-10-28,Poke-Ya,34.2637005,-118.5019427,,,,,2026-02-22,8.034
Sylmar,34.3109765,-118.4358181,2025-10-28,Wingstop,34.2646786,-118.5150904,,,,,2026-02-19,8.919
,36.7427544,-119.699588,2025-11-13,Garlishious Deli,36.7407652,-119.7860529,Fresno,Fresno Street,2621,93721,2026-02-21,7.708
,36.7427544,-119.699588,2025-11-13,El taco Chingon,36.7837325,-119.7910335,Fresno,North Blackstone Avenue,3649,93726-5305,2026-02-06,9.334
,36.7427544,-119.699588,2025-11-13,Bamboo Chopsticks,36.7649904,-119.8172412,Fresno,North Fruit Avenue,1604,93705,2025-11-14,10.769
,36.7427544,-119.699588,2025-11-13,Central Cali Nutrition,36.8359443,-119.7550695,Fresno,North Cedar Avenue,,93710,2026-01-22,11.48
,36.7427544,-119.699588,2025-11-13,Taco Department,36.576152,-119.6327607,Selma,Floral Avenue,8935,93662,2026-03-14,19.461
Monterey Park,34.0364893,-118.0975591,2026-02-05,Chick-fil-A,34.0366057,-118.098299,Monterey Park,Market Place Drive,5000,91755,2026-02-05,0.069
Monterey Park,34.0364893,-118.0975591,2026-02-05,MOD Pizza,34.0357734,-118.104295,Monterey Park,Market Place Drive,2200,91755,2026-02-05,0.626
Monterey Park,34.0364893,-118.0975591,2026-02-05,Jack in the Box,34.0152533,-118.1295403,Montebello,North Garfield Avenue,108,90640,2026-02-06,3.777
Monterey Park,34.0364893,-118.0975591,2026-02-05,KFC,34.0452326,-118.0309386,South El Monte,North Durfee,1927,91733,2026-02-05,6.215
Monterey Park,34.0364893,-118.0975591,2026-02-05,Jack in the Box,34.0454023,-118.0308387,El Monte,Durfee Avenue,1933,91733,2026-02-05,6.227
,33.6923896,-117.3346227,2026-03-25,Chipotle,33.6920293,-117.3355063,,,,,2026-03-25,0.091
,33.6923896,-117.3346227,2026-03-25,Jersey Mike's Subs,33.6921299,-117.3356299,,,,,2026-03-25,0.098
,33.6923896,-117.3346227,2026-03-25,Unknown,33.800941,-117.2297001,,,,,2026-03-26,15.486
,33.6923896,-117.3346227,2026-03-25,Kristy's Donuts & Bagels,33.8693403,-117.5935566,Corona,Border Avenue,1264,92882,2026-04-05,30.981
,33.6923896,-117.3346227,2026-03-25,The Empanada Maker,33.5968095,-117.656401,,,,,2026-03-27,31.626
Atascadero,35.496978,-120.6843963,2012-06-02,El Pollo Loco,35.5825159,-120.6973234,,Theatre Drive,2351,,2012-08-09,9.583
Atascadero,35.496978,-120.6843963,2012-06-02,Jamba,35.6147289,-120.683261,Paso Robles,Niblick Road,96,93446,2012-07-07,13.094
Atascadero,35.496978,-120.6843963,2012-06-02,Domino's,35.2944046,-120.670497,San Luis Obispo,East Foothill Boulevard,866,93405,2012-06-04,22.56
Atascadero,35.496978,-120.6843963,2012-06-02,Subway,35.269265,-120.670827,San Luis Obispo,Higuera Street,158,93401,2012-11-09,25.35
Atascadero,35.496978,-120.6843963,2012-06-02,Carl's Jr.,35.0367643,-120.485754,Nipomo,West Tefft Street,502,93444-8946,2012-07-17,54.258
